1.519303595610905722e+04,-5.472946643145389316e+03,5.557253419883780225e+03,-4.958935774486738410e+03,3.674122252448137260e+03,-7.113767527308525132e+03,3.396430861115175503e+03,-2.416329946572680910e+03,8.276640405777357046e+02,-3.065582305418384294e+03,6.347625487939797040e+01,-2.257737253840830860e+01,2.546642733710274342e+02,-8.150413456738590412e+02,2.547263800668020508e+02
6.049115553213885050e+02,-2.093973658813814041e+02,4.509848925396769914e+01,6.712459987042198861e+01,7.742583318434701312e+01,-1.196404642418335484e+01,1.434438919278822056e+01,-3.684871370485626585e+01,7.896612115897841022e+01,-8.153972674925006103e+00,-7.311311762912347945e+01,1.662474854837036053e-01,3.360287067258472860e+01,1.171731830637815719e+01,-2.733966131099911649e+02
8.140398919536972926e+02,-1.012615139767627568e+02,-1.104149698337120000e+01,8.763540356167904122e+01,-1.924391404789872695e+02,9.541976140422998753e+01,9.240172149863369100e+01,-1.007630653494768893e+02,-1.684712771806668563e+00,-1.239194084523222017e+02,-5.415001396631728525e+00,-6.255183958467397609e+00,3.141999950831239730e+01,-6.578221895613684467e+01,-8.744739460225268601e+01
1.449818628924118229e+03,-5.570932420833291872e+02,-1.175511872122001762e+02,2.217866292812544771e+02,2.163719489652220034e+02,5.724624607876876325e+01,1.119194721032084239e+01,-4.864138928459730948e+01,2.761748447210539439e+02,8.782278187502731726e+01,-2.152973142742934556e+02,9.863979275004271585e+01,-1.640099051480848402e+02,-8.165803755888565441e-01,-1.141396639385893423e+03
1.474565653087464625e+03,-8.680565053456822397e+02,9.938710617671931686e+02,-3.057899035089689619e+02,6.955290782795893278e+01,4.671480347671104028e+02,-4.216736419358772423e+02,5.636624063057447529e+02,-2.887275049855073661e+01,2.783929933520792019e+02,2.435213109275324825e+02,1.378894566062125762e+02,-4.891061358008592208e+01,3.927241625817887893e+01,1.479535300032595728e+02
1.540097856327144882e+03,-9.826206418011302048e+02,7.142773397547450713e+02,-7.064069857226721751e+02,-3.062259849880765117e+01,7.393325562430708260e+02,-3.159310003098505035e+02,1.028851832778448852e+03,-9.383569140910516637e+01,4.577779847063461034e+02,5.778251486713234044e+02,3.233390417628562545e+02,-1.691660970009123162e+02,1.064474029205574084e+02,2.578460732543865106e+02
4.757659103999567378e+03,-2.139217592486853846e+03,1.691770122645451238e+03,-1.249509098000848326e+03,1.050505068545486210e+03,-3.206465269545883530e+02,-2.039302056213447543e+02,5.974529287866582763e+02,-2.514952419021257697e+02,-1.028742100642581647e+02,5.198966836220806726e+02,2.002726133577259304e+02,3.151406870438408987e+02,-8.115803631082357583e+01,-8.080707672351884696e+00
1.003555505385333527e+04,-3.939435293910481960e+03,-5.447290321510381546e+03,-2.653888716567950723e+03,-2.632945126683977378e+03,-2.466686148446316338e+02,4.639821247198755373e+03,1.062516776613941829e+03,-1.154526255407911094e+03,4.264473792091487667e+03,-7.293245410224412808e+02,6.827186689970054658e+02,-2.684725432462444701e+02,3.885523664998210052e+02,-5.046718440952852802e+02
3.649685269470811363e+03,-4.201089720357671808e+02,-1.851361597303425981e+02,1.490431074325463783e+02,-1.160454626065630237e+03,-3.145830201576742979e+02,1.061574383450559253e+03,7.036330421623160873e+02,-1.771745068247296047e+02,5.102776759750432802e+02,-5.976457267417464436e+02,-4.782698411806530316e+02,-7.337724667862778460e+01,-1.091776192702771823e+03,1.416788486803726812e+02
3.061544221762082998e+03,-9.618716397355669869e+02,-7.995105361560790698e+02,5.833319852731333413e+02,2.744631421749567721e+02,4.068085943148271895e+02,-2.019092779049693931e+01,-4.078181108609190915e+02,7.251258081936277904e+02,1.873365459169296798e+02,-1.781017907818632864e+02,1.074737552070070734e+01,-1.781476557422781468e+02,-2.246915900054416113e+02,-3.298825375259483508e+02
