"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","hdp.data.op"
"1",0,0.0559414331618587,0.0016243149563099,99.9125997379494,0,0.00518607907669955,0.00487095788267128,0,0,0.00130756274914074,0.00273687533028419,0.00412723727792312,0,0.0108882574234223,0,1
"2",0.00109013685857911,0,0,0,0,0.101202771533875,0,0,0,0,3.96467558743622,0,0,95.9305760522388,0,2
"3",4.9127690309231,0.104910539195611,0.619654670237316,0.0328309454426217,74.325467819831,0,0,0.07168977403195,3.32253521685393,0,0.785796617957977,5.65649751304537,7.09979539077949,3.06762503548723,0,3
"4",17.4765142220293,0.0120028943833444,0,0.0267476076682617,0,7.09472996581523,0.0407936484055648,0,0,0.0630814200143265,65.2133170937398,0,0.0454190904516792,10.0060319950102,0,4
"5",0,0.00505572555517297,0.199008688764439,0.0461401498334545,0.00122815406103328,0,0,0,0,0,0,0,0,99.7473234609655,0,2
"6",0,90.3501767506982,0.0652482635646922,0,0,0,0,0,0,0,0,0.0811386423626513,0,9.50198737393349,0,5
"7",0,53.9878262401445,0.0386752448424873,32.0875936381833,0,0,0.00107015254411184,0,0,0,0.00889045014961809,0,0,13.8746030520481,0,5
"8",0,86.4931731389075,0,0,0,0,0,0,0,0,0.014394874501533,11.2314438888711,0,0,0.0397950230895543,5
"9",0,0,0.00120293384661736,0,0,0,0,0,0,0,0,0,0,0,99.998071460182,6
"10",34.7996940230695,0.50255722016793,0.0640331893771684,0.07791609645161,0.0562722357350493,5.05686100156997,0.281128772820354,0.109846876929745,0,15.033132036917,3.42273951519873,0,0.878765928008626,0.0224484625114767,0,7
"11",0.864963163398844,0.00191365758341839,0.0515953350713659,0.00426072585350628,0.381908215904115,0.0609433785222952,3.01279656957625,93.147573903127,0.632119786514559,0.919464955808738,0,0,0,0.00806670530132117,0,8
"12",0.744144498901618,83.0313920813535,0.440853962341378,0.00110484681652427,1.06775573926573,1.13695466943472,10.9902891539092,1.80613636809443,0.535904907056484,0.206073517770735,0,0,0.00508918725861582,0,0,5
"13",0,0.082340167273705,85.0973097115403,3.67674677752589,0.125487702270748,0.00294134718154788,0,0.00565565703604114,0,0,0.0195619248705182,0,0.00112201841225762,10.9869934072005,0,9
"14",0.00647971505571327,0,0.00701773196789838,0,0,0,0,0,99.9852650614383,0,0,0,0,0,0,10
"15",0.126093626309151,0.0347252944659009,0.522184451233837,0.2923412044588,0.241805412325733,0.219381518865919,0.098500916612811,0.276496617206945,1.28644454567979,0.0708776760954463,3.71124580336579,67.4615022173716,1.0144642377281,24.6439223478728,0,11
"16",0.00174687810127332,0.00757305530812982,0.188112842223644,8.61709234640363,86.8295685094071,0.00187041180284862,0,0,0,0,0.00253971755831919,0,0,2.42122059069503,1.9301616667293,3
"17",0.0155762861488353,26.6563093962962,0.0996237731746404,0.00806409703019852,54.2369004388397,0.224987920278479,13.6522664582173,0.874351294456795,0,1.98533317690646,0.0802964361857552,0.534489762050886,0.0342682813598025,0.760438436348746,0,3
"18",0.0177479794718235,41.9974740234916,0.0515936504167579,51.6912521792365,0.0459699038448633,0.00588203654196688,0.00943748698480995,0.00160718387282442,0,0.00503769863977022,0.221822142666734,0,0,5.81414498827986,0.128661909007106,1
"19",2.03900084411944,95.0570444236989,0.370972301187913,0.00351834644883187,0.0305211513127621,0,0,0,0.337666354862615,0.0683029457481098,0,1.78201756819501,0.00146766652057609,0,0.225941110095176,5
