PituMirchandani,[(0, 4749.3644093890607), (1, 1109.6428433578828), (2, -601.96812198821351), (3, -284.9372229286792), (4, -525.0678130096303), (5, 545.36757940133896), (6, 680.50837724217229), (7, 499.50978198478231), (8, 261.03420010980955), (9, -673.9483225975863), (10, 775.82656256499308), (11, -279.63623988583316), (12, -112.90603869024694), (13, -20.429345250388121), (14, -113.56268754672622)]
BrianNelson,[(0, 536.38633154106765), (1, -190.01319464610859), (2, -46.187077355098673), (3, 95.38269085381063), (4, 109.0258952261692), (5, 50.049908059186237), (6, 5.2309035437814684), (7, 11.623561045845593), (8, 83.48442959260494), (9, -9.5015630249302365), (10, -137.55256428536381), (11, 7.0318368237178639), (12, -28.580267962470696), (13, -5.8346173490288811), (14, -592.22170350038061)]
RongPan,[(0, 8721.8368481225425), (1, -760.03256074313879), (2, -1057.0907279738647), (3, 1108.8805043451032), (4, 1292.8197203082091), (5, 1092.9834449660727), (6, 12.954937068536255), (7, -467.15961054773601), (8, 304.52167074573822), (9, -655.8332767074927), (10, 212.3355877181036), (11, -284.14233158198925), (12, 832.05368651353297), (13, 566.6168190069576), (14, 407.66824563383091)]
SethuramanPanchanathan,[(0, 11828.075531580105), (1, -2914.8074802492097), (2, -1729.6880315460976), (3, 5066.1102696600938), (4, 4336.2401269100774), (5, 933.86350600551339), (6, 466.15266617786301), (7, -1016.1206918991622), (8, 3712.6523624307515), (9, 1736.3777243756931), (10, -784.1287122637234), (11, -383.58314584307846), (12, -93.308339269958452), (13, -727.02241330094012), (14, 162.08464900722504)]
PaoloPapotti,[(0, 7034.6197619527047), (1, -1438.300930382354), (2, -1758.0515895435285), (3, 410.10548342104852), (4, 478.25447828804971), (5, -1485.6954292887524), (6, -313.84374728341896), (7, 1720.423976770516), (8, -1629.1046040854683), (9, 648.19889047878678), (10, 358.96626064499031), (11, -706.9090224677899), (12, 3742.2536323136296), (13, -781.79208127119841), (14, 507.6655731977965)]
GiuliaPedrielli,[(0, 1712.111462215661), (1, -362.22185950600112), (2, 128.31217483129484), (3, 251.43742991082161), (4, -462.84778787214753), (5, 529.37053522211886), (6, 324.35043217768094), (7, -528.3391841295246), (8, -107.55826427910009), (9, -422.53951395092076), (10, 167.73549236933903), (11, -329.44004600943833), (12, 162.30126234024652), (13, -39.090804300433142), (14, 61.174555690232737)]
FengboRen,[(0, 1492.6812165710166), (1, -21.580244238860878), (2, 21.583991211114665), (3, 791.92582535524446), (4, -35.355172105672288), (5, -154.27009994329688), (6, -118.91339163916477), (7, 99.594273470401376), (8, 177.86681073869619), (9, -19.224113103027094), (10, 98.098116430439362), (11, 144.46387136933163), (12, 27.788528622153155), (13, 69.129640886162619), (14, 42.352958202925272)]
AndreaWRicha,[(0, 9593.8180774805805), (1, 6334.5995778033421), (2, -616.33431247515159), (3, -1732.698968771331), (4, -934.83387535303245), (5, 1449.848661345965), (6, 785.57421423368589), (7, 88.246396554062045), (8, -1223.0663746316409), (9, 220.2519293092937), (10, -2879.1694121747819), (11, -218.00368945424339), (12, -2462.5128219818976), (13, -4930.4895297959847), (14, 1402.7322978763448)]
GeorgeRunger,[(0, 3014.5365634234199), (1, -398.86902316416575), (2, -799.90048454617022), (3, 868.21923263020915), (4, 869.91714759661124), (5, 258.94311209566206), (6, 105.59117767949019), (7, 9.1000117413854209), (8, -53.984821935623444), (9, 166.55717164368531), (10, -94.277301727499349), (11, 144.29547837596431), (12, 562.88127758200289), (13, 199.96228501333488), (14, -102.83923557349659)]
HessamSarjoughian,[(0, 8586.3223652964462), (1, -4711.690284469435), (2, 2723.2518217541087), (3, 982.25418885686895), (4, -3454.9414166910456), (5, 5788.7504219287903), (6, 1881.0895206450291), (7, -6285.6813775378378), (8, -2898.1764128940044), (9, -2882.665800677888), (10, 113.11944637503119), (11, -2963.972072048899), (12, 977.54124577058963), (13, 50.88550387301305), (14, 588.47683942847402)]
MohamedSarwat,[(0, 3895.6051883270989), (1, -411.75355139969128), (2, -388.1923522426128), (3, -138.88757548142624), (4, 1116.3011663623997), (5, -486.96876537395553), (6, -708.05165192804213), (7, 121.71562603314186), (8, -974.89499928245584), (9, -321.70536388558287), (10, 362.8302343878479), (11, -343.6533270653058), (12, 686.14020799855757), (13, -52.070250186877175), (14, -205.16369342025854)]
ArunabhaSen,[(0, 8534.8689973305445), (1, 5338.2718552814913), (2, -653.21713499972782), (3, -1336.5161962118825), (4, -292.36857589780737), (5, 813.67484772494265), (6, 167.63127499596706), (7, 240.89133286340547), (8, -824.14302060057105), (9, -445.52430552753839), (10, 106.15625201658311), (11, -126.84479892073121), (12, -874.54698006124727), (13, 32.847703965721678), (14, -30.835643337209831)]
PauloShakarian,[(0, 9519.7711969510256), (1, 745.51692240428054), (2, -2466.7156207122807), (3, -898.80587780550138), (4, 28.862237505441271), (5, 78.999526651701274), (6, 3446.084104758047), (7, 980.54240720340351), (8, -1513.1296277072493), (9, 677.1630482232016), (10, 391.43544603935334), (11, 183.71775142928823), (12, -249.03792816375272), (13, 1092.3651437459755), (14, 477.50938224406076)]
AviralShrivastava,[(0, 10716.461217232947), (1, -767.43746117274964), (2, 1580.2407965519878), (3, 6429.5353193505289), (4, -3661.6329923546136), (5, -5097.3255606587018), (6, -1147.6569310756474), (7, 2899.137082662688), (8, -1157.8687380434374), (9, 72.97818711500409), (10, 166.08121573223858), (11, -5336.9913912050652), (12, -2180.2219287003331), (13, 1002.8622805908913), (14, 124.04399953912723)]
DanShunk,[(0, 1222.4037967836559), (1, -503.46917464581065), (2, 183.01582673035824), (3, 202.54686072204666), (4, -257.55647235473845), (5, 390.82509261305228), (6, 191.56855458034096), (7, -495.65009209177674), (8, -149.51338021428231), (9, -330.50859151136336), (10, -22.246016751762912), (11, -130.4792048778298), (12, 89.959397749165959), (13, -31.838507295595367), (14, -94.468246895678192)]
VioletSyrotiuk,[(0, 6336.6002278144988), (1, 2881.6448924783876), (2, 540.134778203623), (3, 69.124811560957639), (4, -946.17210325600865), (5, 838.10378958790102), (6, 17.118858789600178), (7, -484.1874543221146), (8, 422.49849390753616), (9, -1066.5300509484371), (10, -2287.9311574615831), (11, 403.47152216513007), (12, -158.85891853256049), (13, 189.03326749546625), (14, 317.26259415431861)]
HanghangTong,[(0, 15292.094542003397), (1, 3371.5812587922092), (2, -3677.259669412635), (3, 470.06548278723199), (4, 6506.4036824616906), (5, 1448.9066570215914), (6, -300.56546339315628), (7, 1073.9478001712359), (8, -4704.0866956921755), (9, -2591.7116561745829), (10, 1176.2975321433405), (11, 790.08370777241657), (12, -3480.3572081503894), (13, 1639.3405903956427), (14, -726.78039393178358)]
KurtVanLehn,[(0, 5135.6276219099354), (1, -1660.9328670115192), (2, -1032.1136170381674), (3, 113.36352713437712), (4, -140.54251818965497), (5, 673.40343061997066), (6, 931.67985740006247), (7, -707.64930893520761), (8, 379.10764733116065), (9, -17.915268592120039), (10, -1252.1306429192816), (11, -83.919148272187911), (12, -529.54747481457093), (13, -125.20321662773942), (14, -5157.511890489478)]
JReneVillalobos,[(0, 1399.6361600534576), (1, -403.26630656802723), (2, -188.06702004913245), (3, 243.67446815190138), (4, -55.945559873092911), (5, 205.52843852028252), (6, -4.1354211461159558), (7, -210.25168855956107), (8, 157.75091392875919), (9, -129.59680342303389), (10, 16.066661278699645), (11, -24.655446071305196), (12, 99.967167299099444), (13, 48.972398652892608), (14, -117.85466365086626)]
SarmaVrudhula,[(0, 13539.539159283107), (1, 1421.3624235434077), (2, 99.060798648996723), (3, 6380.8809690821663), (4, -5597.072309299655), (5, -1972.4458156638802), (6, 1269.6074676193577), (7, -713.88344669315711), (8, 715.06909115528617), (9, -2114.1362368182704), (10, 4238.9519699958701), (11, 5253.4189481834755), (12, -405.08079436585535), (13, -903.09243152057718), (14, 20.569047685388643)]
ErinWalker,[(0, 2522.3727462019215), (1, -1195.9908861949552), (2, -331.15236044607042), (3, 9.9580674657142634), (4, 162.89511518225817), (5, 262.48264047504216), (6, 102.84486970028264), (7, -376.75300517827031), (8, 345.89878925348688), (9, 0.27875836382498775), (10, -633.87966713416131), (11, -37.618097573158074), (12, -284.20696122268669), (13, -114.0189709138657), (14, -2908.4658050161988)]
CaroleJeanWu,[(0, 2810.59373611715), (1, -405.35475443791256), (2, 715.63045564441325), (3, 1650.5338110218611), (4, -672.77909737782295), (5, -1283.6655887833053), (6, -652.30289375613631), (7, 496.73327386497613), (8, -168.52901722402191), (9, 256.48179671725433), (10, -360.24061695561284), (11, -1087.6856799396883), (12, -578.48994816222046), (13, 522.80167275209897), (14, 14.113402750807744)]
TeresaWu,[(0, 4986.6216576477445), (1, -837.11848778864578), (2, -586.5878446374719), (3, 1579.4580692413269), (4, 905.31821430379114), (5, 660.51156704725349), (6, 281.30251310132422), (7, -614.10259450068725), (8, 466.73609691811657), (9, -164.03504168361073), (10, 102.18567047014025), (11, 23.81583065531311), (12, 58.004940374324406), (13, 50.35856274984328), (14, 80.771097004526396)]
GuoliangXue,[(0, 23413.359916296704), (1, 13134.704194096023), (2, 797.42239697723426), (3, -4317.3483741835762), (4, -598.03396620279057), (5, 773.84076922146414), (6, -151.27002574653548), (7, -844.83490150291561), (8, 3536.8129256147704), (9, 1139.6029280184675), (10, 3362.6281732656948), (11, -2548.3013530392568), (12, 1646.1724291937903), (13, 648.36642602071686), (14, -932.22889314526435)]
YezhouYang,[(0, 2918.7336007524605), (1, -1160.6122691836219), (2, -1029.8691835070704), (3, 569.80461787169952), (4, 609.73199514010025), (5, 469.21621637414268), (6, 500.85904366513961), (7, -423.99031003093796), (8, 873.55482982436808), (9, 809.93314616212353), (10, -227.94316142168219), (11, 28.834661029800827), (12, -617.39841135657343), (13, -231.87845524656888), (14, -150.20629187286801)]
StephenSYau,[(0, 14630.124648695524), (1, -5070.7336087910617), (2, 6607.9093838325371), (3, -2256.4952888155931), (4, -25.071292929532117), (5, 1271.7735220307281), (6, -330.45414297864642), (7, 1928.1361913545766), (8, 135.45243808539416), (9, 1613.3007880072371), (10, 249.61515697500604), (11, 1411.3123889887622), (12, -1588.5223819379025), (13, -975.52791351576707), (14, -744.90361367780088)]
